EvidenceID,MaterialID,GradeID,Domain,Topic,Finding,Exposure / conditions,Rating 1–5,RubricID,Evidence type,SourceID,Locator
Q00466,M075,G075-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pva-TDS,Resistance to Organic Solvent
Q00467,M075,G075-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-pva-TDS,Resistance to Oil and Grease
Q00468,M078,G078-01,Support / solubility,Solubility,Insoluble in water,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-pla-petg-TDS,Solubility
Q00469,M078,G078-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-pla-petg-TDS,Resistance to Acid
Q00470,M078,G078-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-pla-petg-TDS,Resistance to Alkali
Q00471,M078,G078-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-pla-petg-TDS,Resistance to Organic Solvent
Q00472,M078,G078-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 3; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-pla-petg-TDS,Resistance to Oil and Grease
Q00473,M080,G080-01,Support / solubility,Solubility,Insoluble in water,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-pa-pet-TDS,Solubility
Q00474,M080,G080-01,Chemical exposure,Resistance to Acid,Not resistant,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-pa-pet-TDS,Resistance to Acid
Q00475,M080,G080-01,Chemical exposure,Resistance to Alkali,Not resistant,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-pa-pet-TDS,Resistance to Alkali
Q00476,M080,G080-01,Chemical exposure,Resistance to Organic Solvent,Not resistant to some organic solvents,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-pa-pet-TDS,Resistance to Organic Solvent
Q00477,M080,G080-01,Chemical exposure,Resistance to Oil and Grease,Resistant to most kinds of oil and grease,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-pa-pet-TDS,Resistance to Oil and Grease
Q00478,M080,G080-01,Flammability,Flammability,Flammable and self-extinguishing in the air,"p. 2; concentration, duration and temperature not specified unless stated. Not a chemical design limit.",Not published,Not applicable,Manufacturer statement,B-support-for-pa-pet-TDS,Flammability
