sheet,row,record,column,class,workbook,displayed,now,note
Properties,121,V000118,Specimen / print parameters,text cleanup (m07),"Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing","Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing","Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing",
Properties,122,V000119,Specimen / print parameters,text cleanup (m07),"Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing","Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing","Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing",
Properties,123,V000120,Specimen / print parameters,text cleanup (m07),"Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing","Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing","Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing",
Properties,124,V000121,Raw value,text cleanup (m07),80.6 ± 9.5 kJ/m²；,80.6 ± 9.5 kJ/m²；,80.6 ± 9.5 kJ/m²;,
Properties,124,V000121,Specimen / print parameters,text cleanup (m07),"Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing","Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing","Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing",
Properties,125,V000122,Specimen / print parameters,text cleanup (m07),"Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing","Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing","Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing",
Properties,126,V000123,Specimen / print parameters,text cleanup (m07),"Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing","Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing","Specimen Printing Conditions Subjects Data Nozzle Temperature 245 °C Bed Temperature 55 °C Printing Speed 150 mm/s InfillDensity 100% Allthe specimens were annealed and dried at 50 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Tough+ is50 to 60 °C, and the time is6 to 12 hours. The annealing effect depends on the annealing",
Properties,144,V000141,Raw value,text cleanup (m07),18.5 ± 3.7 kJ/m²；,18.5 ± 3.7 kJ/m²；,18.5 ± 3.7 kJ/m²;,
Properties,164,V000161,Raw value,text cleanup (m07),18.5 ± 1.6 kJ/m²；,18.5 ± 1.6 kJ/m²；,18.5 ± 1.6 kJ/m²;,
Properties,166,V000163,Standard / load,text cleanup (m07),ISO 179，GB/T 1043,ISO 179，GB/T 1043,"ISO 179, GB/T 1043",
Properties,170,V000167,Normalized value,"formula cached text, STALE: kept as the build read it",Not published,Not published,Not published,
Properties,186,V000183,Standard / load,text cleanup (m07),ISO 179，GB/T 1043,ISO 179，GB/T 1043,"ISO 179, GB/T 1043",
Properties,227,V000224,Specimen / print parameters,text cleanup (m07),"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design","Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design","Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for 8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design",
Properties,228,V000225,Specimen / print parameters,text cleanup (m07),"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design","Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design","Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for 8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design",
Properties,229,V000226,Specimen / print parameters,text cleanup (m07),"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design","Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design","Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for 8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design",
Properties,230,V000227,Normalized value,"formula cached text, STALE: kept as the build read it",Not published,Not published,Not published,
Properties,230,V000227,Specimen / print parameters,text cleanup (m07),"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design","Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design","Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for 8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design",
Properties,231,V000228,Specimen / print parameters,text cleanup (m07),"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design","Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design","Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for 8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design",
Properties,232,V000229,Specimen / print parameters,text cleanup (m07),"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design","Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design","Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s InfillDensity 100% *Allthe specimens were annealed and dried at 55 °C for 8 hours before testing. 1. Tensile Testing 2. Bending Testing 3. Impact Testing • Disclaimer The performance values are tested by standard samples at Bambu Lab, and the values are for design",
